Company number, Job Title, Industry, Main Company Interest, Country,Country Region,Channel Group (Inbound),Device Category, Num of Employees, Signup Timestamp Date, Conversion to Mql Timestamp Date, First Demo Date Date, Conversion to Paid Timestamp Date, Arr At Conversion
2881,Boss,hospitality,general,Hungary,Europe,direct,PC,20,05/06/2024,05/06/2024,,20/08/2024,420
2882,Project Manager,construction,timeClock,United States of America,NorthAmerica,cpc-google_brand,PC,20,05/06/2024,05/06/2024,12/06/2024,18/06/2024,"1,428"
2883,Chief Resident,healthcare,scheduling,United States of America,NorthAmerica,cpc-pmp,Mobile,40,05/06/2024,05/06/2024,,,
2884,Administrator,healthcare,general,United States of America,NorthAmerica,organic,PC,20,05/06/2024,05/06/2024,,,
2885,Manager,events,schedule,Bulgaria,Europe,organic,PC,150,05/06/2024,,,,
2886,Project Manager,construction,timeClock,Philippines,APAC,cpc-google,PC,40,05/06/2024,,,,
2887,it technican,foodBeverages,general,Myanmar,APAC,organic,PC,75,05/06/2024,05/06/2024,,,
2888,HR,retail,scheduling,Canada,NorthAmerica,cpc-google,PC,20,05/06/2024,,,,
2889,Director,education,scheduling,United States of America,NorthAmerica,cpc-google,PC,150,05/06/2024,,,,
2890,Electrical Production Supervisor,construction,scheduling,Canada,NorthAmerica,cpc-google_pmax,PC,20,05/06/2024,,,,
2891,Driver,transportation,general,United States of America,NorthAmerica,cpc-Bingpaid_brand,PC,350,05/06/2024,05/06/2024,,,
2892,HR,other,general,Mexico,NorthAmerica,cpc-google,PC,40,05/06/2024,,,,
2893,It,manufacturing,"timeClock,schedule",Philippines,APAC,mobile,Mobile,75,05/06/2024,,,,
2894,CEO,foodBeverages,schedule,Turkey,APAC,partnerships-partnerstack,PC,20,05/06/2024,,,,
2895,Field Supervisor,construction,scheduling,Canada,NorthAmerica,cpc-pmp,PC,40,05/06/2024,,,,
2896,Float-pool nursing,healthcare,general,United States of America,NorthAmerica,mobile,Mobile,350,05/06/2024,07/06/2024,,,
2897,accountant,logistics,scheduling,United Kingdom,Europe,cpc-Bingpaid,PC,20,05/06/2024,,,,
2898,HR,construction,timeTracking,Saudi Arabia,ArabStates,cpc-google,PC,75,05/06/2024,06/06/2024,,,
2899,Sprzątaczka,manufacturing,general,Poland,Europe,partnerships-partnerstack,PC,"3,000",05/06/2024,05/06/2024,,,
2900,pm,healthcare,scheduling,Turkey,APAC,cpc-pmp,PC,350,05/06/2024,,,,
2901,CEO,construction,taskManagement,Philippines,APAC,cpc-google_pmax,PC,20,05/06/2024,,,,
2902,CFO,construction,general,Australia,APAC,cpc-google_brand,PC,20,05/06/2024,05/06/2024,05/06/2024,13/06/2024,637.2
2903,Supervisor,hospitality,scheduling,United States of America,NorthAmerica,cpc-google_pmax,PC,20,05/06/2024,,,,
2904,HR Director,other,scheduling,Hong Kong,APAC,cpc-google,PC,75,05/06/2024,,,,
2905,Admin,other,general,United Arab Emirates,ArabStates,organic,PC,20,05/06/2024,,,,
2906,Twam,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,20,05/06/2024,,,,
2907,Lid,events,"timeClock,schedule",Netherlands,Europe,mobile,Mobile,20,05/06/2024,,,,
2908,Trainer,logistics,general,Indonesia,APAC,cpc-pmp,PC,750,05/06/2024,,,,
2909,Library Project Manager,other,scheduling,United States of America,NorthAmerica,cpc-google,PC,350,05/06/2024,05/06/2024,,,
2910,Project Manager,foodBeverages,checklists,Saudi Arabia,ArabStates,cpc-google,PC,350,05/06/2024,,,,
2911,Bookkeeper,foodBeverages,checklists,United States of America,NorthAmerica,cpc-google,PC,20,05/06/2024,,,,
2912,Team member,other,schedule,United States of America,NorthAmerica,mobile,Mobile,150,05/06/2024,,,,
2913,Administrative Director,healthcare,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,05/06/2024,,,,
2914,director,other,chatAndUpdates,Brazil,SouthAmerica,cpc-google,PC,150,05/06/2024,05/06/2024,,,
2915,Company Secretary,foodBeverages,general,United Kingdom,Europe,organic,PC,20,05/06/2024,06/06/2024,,,
2916,Manager,other,general,United States of America,NorthAmerica,cpc-Bingpaid_brand,PC,20,05/06/2024,05/06/2024,,19/06/2024,420
2917,Analista RH,foodBeverages,general,Brazil,SouthAmerica,mobile,Mobile,350,05/06/2024,,,,
2918,Sales,retail,general,Indonesia,APAC,organic,PC,"3,000",05/06/2024,,,,
2919,Director,other,timeTracking,Australia,APAC,cpc-google,PC,20,05/06/2024,,,,
2920,Sjop ass,retail,scheduling,Australia,APAC,cpc-google,Mobile,20,05/06/2024,,,,
2921,Intellectual Property Manager,realEstate,general,United States of America,NorthAmerica,cpc-google,Mobile,40,05/06/2024,,,,
2922,Director,other,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,05/06/2024,,,,
2923,GM,construction,general,Saudi Arabia,ArabStates,cpc-google_brand,PC,20,05/06/2024,05/06/2024,,,
2924,Hospital Manager,other,general,United States of America,NorthAmerica,cpc-google,PC,75,05/06/2024,06/06/2024,05/06/2024,19/06/2024,"4,644"
2925,Office Services,retail,scheduling,Australia,APAC,cpc-Bingpaid,PC,20,05/06/2024,,,,
2926,HR Manager,transportation,general,United States of America,NorthAmerica,organic,PC,150,05/06/2024,05/06/2024,,,
2927,Owner,other,timeClock,United States of America,NorthAmerica,cpc-google,PC,20,05/06/2024,05/06/2024,,,
2928,Pres,hospitality,chatAndUpdates,United States of America,NorthAmerica,cpc-google,PC,20,05/06/2024,,,,
2929,Assistant Manager,healthcare,general,United States of America,NorthAmerica,cpc-google_brand,PC,20,05/06/2024,05/06/2024,,17/06/2024,420
2930,Private Eye,other,"timeClock,schedule",Canada,NorthAmerica,organic,PC,20,05/06/2024,,,,
2931,Director,education,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,05/06/2024,,,,
2932,Regional Coordinator,construction,general,United States of America,NorthAmerica,cpc-Bingpaid,PC,40,05/06/2024,13/06/2024,,,
2933,Owner,gardening,general,United Kingdom,Europe,cpc-google,PC,20,05/06/2024,05/06/2024,10/06/2024,,
2934,Owner,cleaning,timeTracking,United States of America,NorthAmerica,cpc-google_pmax,PC,20,05/06/2024,05/06/2024,07/06/2024,13/06/2024,"2,844"
2935,Controller,other,timeTracking,United States of America,NorthAmerica,cpc-google,PC,20,05/06/2024,05/06/2024,,,
2936,HR Specialist,logistics,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,350,05/06/2024,05/06/2024,,,
2937,Manager,events,general,United States of America,NorthAmerica,organic,PC,20,05/06/2024,05/06/2024,,18/06/2024,420
2938,customer support,entertainment,scheduling,India,APAC,cpc-google,PC,150,05/06/2024,,,,
2939,Project Worker,healthcare,scheduling,United Kingdom,Europe,cpc-Bingpaid,PC,20,05/06/2024,,,,
2940,Encargado,healthcare,scheduling,Dominican Republic,NorthAmerica,cpc-google,PC,40,05/06/2024,,,,
2941,Chief of Staff,other,general,Serbia,Europe,cpc-google,PC,20,05/06/2024,,,,
2942,Manager,construction,scheduling,United Kingdom,Europe,cpc-google,Mobile,20,05/06/2024,,,,
2943,ADMINISTRACION,education,general,Peru,SouthAmerica,cpc-google,PC,75,05/06/2024,,,,
2944,Owner,cleaning,general,Australia,APAC,cpc-google,PC,20,05/06/2024,,,,
2945,Operation Manager,security,general,India,APAC,mobile,Mobile,20,05/06/2024,,,,
2946,מנהל,manufacturing,general,Israel,Israel,,Mobile,350,05/06/2024,06/06/2024,,01/07/2024,"4,628.46"
2947,Manager,construction,general,United States of America,NorthAmerica,mobile,Mobile,20,05/06/2024,04/07/2024,,,
2948,Managing Director,construction,general,Botswana,Africa,organic,PC,75,05/06/2024,06/06/2024,,30/07/2024,"1,980"
2949,Flagger,construction,general,Canada,NorthAmerica,mobile,Mobile,40,05/06/2024,,,,
2950,Designer,manufacturing,checklists,United Arab Emirates,ArabStates,cpc-google,PC,75,05/06/2024,,,,
2951,HR Manager,events,general,United Arab Emirates,ArabStates,cpc-google_brand,PC,150,05/06/2024,,,,
2952,Owner,retail,scheduling,United Kingdom,Europe,cpc-google,PC,20,05/06/2024,,,,
2953,Technical Operations Manager,other,timeTracking,South Africa,Africa,cpc-google,PC,20,05/06/2024,05/06/2024,,,
2954,Manager,hospitality,scheduling,Australia,APAC,cpc-google,Mobile,20,05/06/2024,,,,
2955,Team Lead,healthcare,scheduling,Canada,NorthAmerica,cpc-pmp,PC,20,05/06/2024,05/06/2024,07/06/2024,,
2956,Graphic Artist,other,communication,Philippines,APAC,cpc-google,PC,350,05/06/2024,05/06/2024,,,
2957,Director of Operations,foodBeverages,general,United States of America,NorthAmerica,cpc-google,Mobile,40,05/06/2024,05/06/2024,13/06/2024,23/06/2024,708
2958,DSP,healthcare,chatAndUpdates,United States of America,NorthAmerica,mobile,Mobile,"3,000",05/06/2024,,,,
2959,cleaner,cleaning,"timeClock,schedule",United Kingdom,Europe,cpc-google,PC,20,05/06/2024,,,,
2960,Developer,telecom,general,Philippines,APAC,,Mobile,750,05/06/2024,,,,
2961,Dienstleister,retail,general,Switzerland,Europe,mobile,Mobile,40,05/06/2024,,,,
2962,Assisnant,construction,general,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,05/06/2024,,,,
2963,Finance,manufacturing,general,Ireland,Europe,cpc-google_pmax,PC,150,05/06/2024,,,,
2964,MANAGER,healthcare,scheduling,United Kingdom,Europe,cpc-Bingpaid,PC,40,05/06/2024,,,,
2965,Owner/Operator,foodBeverages,chatAndUpdates,United States of America,NorthAmerica,cpc-google,Mobile,20,04/06/2024,15/07/2024,,,
2966,Program Director,other,general,United States of America,NorthAmerica,cpc-google_pmax,PC,75,04/06/2024,,,,
2967,General Manager,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,,,,
2968,Manager,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,,,,
2969,Corporate Secretary,construction,scheduling,United States of America,NorthAmerica,cpc-pmp,PC,20,04/06/2024,,,,
2970,Inhaberin,hospitality,checklists,Germany,Europe,cpc-google,PC,75,04/06/2024,04/06/2024,,,
2971,COO,religious,general,Canada,NorthAmerica,referral,PC,20,04/06/2024,04/06/2024,,,
2972,Owner/CFO,construction,general,United States of America,NorthAmerica,cpc-google_brand,PC,20,04/06/2024,04/06/2024,06/06/2024,10/06/2024,"3,564"
2973,IT,retail,checklists,United Kingdom,Europe,cpc-google,PC,20,04/06/2024,,,,
2974,President,healthcare,schedule,United States of America,NorthAmerica,mobile,Mobile,40,04/06/2024,07/06/2024,11/06/2024,11/06/2024,936
2975,DB,entertainment,general,India,APAC,cpc-Bingpaid_brand,PC,"3,000",04/06/2024,,,,
2976,Owner,cleaning,timeTracking,United States of America,NorthAmerica,cpc-google_pmax,PC,20,04/06/2024,04/06/2024,,,
2977,CFO,other,general,United States of America,NorthAmerica,cpc-google_brand,PC,20,04/06/2024,04/06/2024,,17/06/2024,348
2978,Customer Assistance,retail,timeClock,United Kingdom,Europe,mobile,Mobile,40,04/06/2024,,,,
2979,Owner,healthcare,general,United Kingdom,Europe,mobile,Mobile,20,04/06/2024,05/06/2024,11/06/2024,11/06/2024,"2,136"
2980,GERENTE,other,scheduling,Chile,SouthAmerica,cpc-google,PC,20,04/06/2024,,,,
2981,Human Resources,other,scheduling,Canada,NorthAmerica,cpc-google,PC,75,04/06/2024,,,,
2982,Director,construction,timeClock,Australia,APAC,cpc-Bingpaid,PC,20,04/06/2024,04/06/2024,,18/06/2024,708
2983,Boss,healthcare,schedule,United States of America,NorthAmerica,mobile,Mobile,20,04/06/2024,,,,
2984,SEO,manufacturing,checklists,Chile,SouthAmerica,cpc-google,PC,40,04/06/2024,,,,
2985,Director of Operations,foodBeverages,schedule,United States of America,NorthAmerica,mobile,Mobile,20,04/06/2024,,,,
2986,Owner,construction,general,United States of America,NorthAmerica,cpc-google,PC,40,04/06/2024,04/06/2024,,,
2987,MashanHatam,staffing,general,Israel,Israel,mobile,Mobile,750,04/06/2024,,,,
2988,cto,security,schedule,Israel,Israel,direct,PC,20,04/06/2024,,,,
2989,Front of House Manager,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,20,04/06/2024,,,,
2990,Owner,npo,general,Canada,NorthAmerica,mobile,Mobile,20,04/06/2024,,,,
2991,Manager,foodBeverages,scheduling,United Kingdom,Europe,cpc-google,Mobile,20,04/06/2024,,,,
2992,President,healthcare,scheduling,United States of America,NorthAmerica,cpc-google,Mobile,75,04/06/2024,,13/06/2024,,
2993,старший мастер,security,general,Belarus,Europe,uncategorized,PC,75,04/06/2024,,,,
2994,Director,manufacturing,timeClock,India,APAC,partnerships-partnerstack,PC,40,04/06/2024,23/08/2024,,,
2995,Coordinator of Police,security,general,United States of America,NorthAmerica,mobile,Mobile,150,04/06/2024,,,,
2996,Team coordinator,retail,schedule,New Zealand,APAC,mobile,Mobile,20,04/06/2024,,,,
2997,Student,education,scheduling,Philippines,APAC,cpc-google,PC,20,04/06/2024,,,,
2998,Head of Operations,foodBeverages,checklists,United Arab Emirates,ArabStates,cpc-google,PC,20,04/06/2024,,,,
2999,Warehouse Manager,manufacturing,general,United States of America,NorthAmerica,cpc-google,PC,75,04/06/2024,04/06/2024,,,
3000,Management,healthcare,scheduling,United States of America,NorthAmerica,cpc-google,PC,40,04/06/2024,,11/06/2024,13/06/2024,"1,416"
3001,Owner,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-google,Mobile,20,04/06/2024,,,,
3002,owner,foodBeverages,general,United States of America,NorthAmerica,cpc-google,PC,150,04/06/2024,,,,
3003,Care giver,healthcare,schedule,Canada,NorthAmerica,direct,Mobile,20,04/06/2024,,14/06/2024,,
3004,Manager,transportation,general,United States of America,NorthAmerica,mobile,Mobile,20,04/06/2024,06/06/2024,,19/06/2024,"1,044"
3005,Director,construction,general,Australia,APAC,cpc-Bingpaid_brand,PC,20,04/06/2024,13/06/2024,,26/09/2024,348
3006,2,retail,timeTracking,Austria,Europe,cpc-Bingpaid,PC,75,04/06/2024,,,,
3007,Owner,staffing,general,United States of America,NorthAmerica,organic,PC,75,04/06/2024,,,,
3008,Bossman,events,general,United States of America,NorthAmerica,mobile,Mobile,20,04/06/2024,04/06/2024,05/06/2024,,
3009,Owner,healthcare,timeTracking,United States of America,NorthAmerica,cpc-google,Mobile,20,04/06/2024,06/06/2024,06/06/2024,,
3010,Installer,construction,"timeClock,schedule",United States of America,NorthAmerica,mobile,Mobile,20,04/06/2024,,,,
3011,Owner,healthcare,scheduling,Philippines,APAC,cpc-google,PC,20,04/06/2024,,,,
3012,Director,retail,scheduling,United States of America,NorthAmerica,cpc-google_pmax,Mobile,75,04/06/2024,,,,
3013,Manager,retail,scheduling,United Kingdom,Europe,cpc-google_pmax,PC,40,04/06/2024,,,,
3014,OWNER,religious,timeTracking,United States of America,NorthAmerica,cpc-google_pmax,PC,20,04/06/2024,04/06/2024,06/06/2024,10/06/2024,531
3015,General Surgery PAs,healthcare,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,04/06/2024,,,
3016,owner,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,04/06/2024,,,
3017,Supervisor de Operaciones,foodBeverages,general,Peru,SouthAmerica,mobile,Mobile,40,04/06/2024,04/06/2024,06/06/2024,25/06/2024,"2,680.80"
3018,Director,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,40,04/06/2024,,,,
3019,Manager,construction,scheduling,Australia,APAC,cpc-google,PC,20,04/06/2024,,,,
3020,Assistant Director,education,scheduling,United States of America,NorthAmerica,cpc-pmp,PC,20,04/06/2024,,,,
3021,Director,retail,checklists,South Africa,Africa,cpc-google,PC,"3,000",04/06/2024,,,,
3022,Assistant Food and Beverage Manager,hospitality,checklists,South Africa,Africa,cpc-google,PC,20,04/06/2024,,,,
3023,Treasurer,hospitality,timeTracking,United Kingdom,Europe,cpc-google,PC,20,04/06/2024,,,,
3024,Engineer,construction,general,Australia,APAC,cpc-google_brand,PC,20,04/06/2024,04/06/2024,05/06/2024,,
3025,RRHH,retail,general,Spain,Europe,organic,PC,350,04/06/2024,04/06/2024,,,
3026,Owner,other,general,United States of America,NorthAmerica,mobile,Mobile,20,04/06/2024,07/06/2024,,,
3027,General Manager,hospitality,general,United States of America,NorthAmerica,direct,PC,20,04/06/2024,,,,
3028,Apprentice,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,40,04/06/2024,,,,
3029,Business Head,other,general,India,APAC,mobile,Mobile,20,04/06/2024,,,,
3030,MANAGER,logistics,general,United States of America,NorthAmerica,organic,PC,75,04/06/2024,04/06/2024,,18/06/2024,624
3031,Facilitator,healthcare,scheduling,Canada,NorthAmerica,cpc-pmp,PC,20,04/06/2024,,,,
3032,Practice Educator,healthcare,scheduling,United Kingdom,Europe,cpc-google,PC,20,04/06/2024,,,,
3033,Tourism,hospitality,general,Italy,Europe,cpc-google,PC,20,04/06/2024,,,,
3034,Office Manager,construction,general,United Kingdom,Europe,cpc-google,PC,20,04/06/2024,04/06/2024,,28/08/2024,"1,284"
3035,Owner,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-google,PC,40,04/06/2024,,,,
3036,Site Manager,foodBeverages,scheduling,United Kingdom,Europe,cpc-google_pmax,PC,75,04/06/2024,,,,
3037,Jefe,manufacturing,"timeClock,schedule",Spain,Europe,organic,PC,20,04/06/2024,,,,
3038,marketing,other,schedule,Morocco,ArabStates,uncategorized,PC,150,04/06/2024,,,,
3039,Manager,retail,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,04/06/2024,06/06/2024,,22/06/2024,708
3040,Operations Manager,logistics,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,40,04/06/2024,,,,
3041,I.T Manager,manufacturing,timeTracking,Uganda,Africa,cpc-pmp,PC,20,04/06/2024,04/06/2024,,,
3042,Crew Member,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,20,04/06/2024,,,,
3043,Jefatura,foodBeverages,scheduling,Peru,SouthAmerica,cpc-google_pmax,PC,20,04/06/2024,,,,
3044,Project Manager,other,timeTracking,Australia,APAC,direct,PC,20,04/06/2024,04/06/2024,05/06/2024,,
3045,Director of Operations,construction,scheduling,United States of America,NorthAmerica,organic,PC,40,04/06/2024,06/06/2024,,,
3046,Leader,events,general,United States of America,NorthAmerica,mobile,Mobile,20,04/06/2024,,,,
3047,Supervisor,education,scheduling,Canada,NorthAmerica,organic,PC,20,04/06/2024,,,,
3048,Graduate Assistant,events,general,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,,,,
3049,General Manager,foodBeverages,schedule,United States of America,NorthAmerica,direct,PC,20,04/06/2024,,,,
3050,Account Manager,transportation,formsAndChecklists,United Kingdom,Europe,cpc-google,PC,150,04/06/2024,,,,
3051,Owner-Operator,foodBeverages,checklists,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,05/06/2024,,23/06/2024,"1,224"
3052,Manager,retail,checklists,South Africa,Africa,cpc-google,PC,40,04/06/2024,,,,
3053,COO,transportation,communication,United States of America,NorthAmerica,cpc-google_pmax,PC,20,04/06/2024,04/06/2024,,01/07/2024,420
3054,Former President,education,checklists,Philippines,APAC,cpc-google,PC,20,04/06/2024,,,,
3055,tec eng,telecom,general,Algeria,ArabStates,direct,PC,20,04/06/2024,04/06/2024,,,
3056,Owner,foodBeverages,general,United States of America,NorthAmerica,cpc-Bingpaid_brand,PC,350,04/06/2024,04/06/2024,,,
3057,Office Manager,foodBeverages,general,United States of America,NorthAmerica,cpc-google,PC,40,04/06/2024,,,,
3058,Office Admin,cleaning,general,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,,,,
3059,McDonalds,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,40,04/06/2024,,,,
3060,SLT,education,scheduling,United Kingdom,Europe,cpc-google_pmax,PC,75,04/06/2024,,,,
3061,Managment,construction,general,Canada,NorthAmerica,cpc-google,PC,20,04/06/2024,04/06/2024,,,
3062,Executive Assistant,healthcare,checklists,United States of America,NorthAmerica,cpc-google,PC,750,04/06/2024,,,,
3063,janitor,construction,timeClock,Canada,NorthAmerica,cpc-Bingpaid,PC,"3,000",04/06/2024,,,,
3064,Lead fitter,construction,schedule,United States of America,NorthAmerica,mobile,Mobile,20,04/06/2024,,,,
3065,HR,logistics,general,Viet Nam,APAC,direct,PC,75,04/06/2024,04/06/2024,,,
3066,Manager,retail,scheduling,United Kingdom,Europe,cpc-google,Mobile,20,04/06/2024,,,,
3067,Administration,construction,scheduling,Australia,APAC,cpc-google,PC,20,04/06/2024,04/06/2024,,,
3068,Owner CFO,beautySpa,general,Canada,NorthAmerica,mobile,Mobile,20,04/06/2024,06/06/2024,12/06/2024,13/06/2024,420
3069,Manager,retail,general,Australia,APAC,mobile,Mobile,20,04/06/2024,,,,
3070,Stream Lead,entertainment,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,,,,
3071,IT,construction,scheduling,France,Europe,cpc-businesscom,PC,40,04/06/2024,,,,
3072,Manager,healthcare,general,United States of America,NorthAmerica,mobile,Mobile,20,04/06/2024,05/06/2024,,,
3073,Director,fitness,general,United Kingdom,Europe,mobile,Mobile,20,04/06/2024,,,,
3074,Clinical Manager,healthcare,general,United States of America,NorthAmerica,cpc-Bingpaid_brand,PC,150,04/06/2024,04/06/2024,10/06/2024,,
3075,President/owner,healthcare,general,United States of America,NorthAmerica,cpc-google_brand,PC,75,04/06/2024,04/06/2024,14/06/2024,,
3076,Administrateur,other,timeTracking,France,Europe,cpc-google,PC,20,04/06/2024,04/06/2024,,,
3077,Owner,foodBeverages,communication,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,04/06/2024,,,
3078,CEO,other,scheduling,Germany,Europe,cpc-pmp,PC,20,04/06/2024,,,,
3079,Manager,hospitality,checklists,United Kingdom,Europe,cpc-google,PC,350,04/06/2024,04/06/2024,,,
3080,Director,fitness,schedule,United States of America,NorthAmerica,mobile,Mobile,20,04/06/2024,04/06/2024,,,
3081,Lead,foodBeverages,formsAndChecklists,United States of America,NorthAmerica,mobile,Mobile,20,04/06/2024,,,,
3082,Owner,fitness,scheduling,United States of America,NorthAmerica,cpc-pmp,PC,20,04/06/2024,,,,
3083,Sec,religious,timeTracking,Philippines,APAC,cpc-google,Mobile,350,04/06/2024,,,,
3084,Koordynator SOR,healthcare,scheduling,Poland,Europe,cpc-google,PC,40,04/06/2024,,,,
3085,Manager,retail,scheduling,United States of America,NorthAmerica,cpc-TechnologyAdvice,Tablet,20,04/06/2024,,,,
3086,Administrator,healthcare,scheduling,United States of America,NorthAmerica,cpc-google,PC,40,04/06/2024,,,,
3087,Business Owner,cleaning,general,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,04/06/2024,,,
3088,Partner,other,general,United States of America,NorthAmerica,direct,PC,20,04/06/2024,05/06/2024,,05/06/2024,"1,428"
3089,Owner,gardening,timeTracking,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,04/06/2024,,19/06/2024,348
3090,Clinical Lead- Dental Assistant,healthcare,checklists,United States of America,NorthAmerica,organic,PC,20,04/06/2024,04/06/2024,,,
3091,Director,healthcare,general,United Kingdom,Europe,cpc-google_pmax,PC,40,04/06/2024,04/06/2024,,20/06/2024,708
3092,LPN-HWD,healthcare,general,United States of America,NorthAmerica,cpc-google,Mobile,40,04/06/2024,05/06/2024,,,
3093,admin,security,schedule,Israel,Israel,organic,PC,75,04/06/2024,,,,
3094,Inhaber,hospitality,general,Germany,Europe,mobile,Mobile,40,04/06/2024,,,,
3095,Director,fitness,communication,United States of America,NorthAmerica,cpc-google_pmax,Mobile,75,04/06/2024,07/06/2024,,,
3096,Director Of Operations,fieldServices,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,350,04/06/2024,04/06/2024,,,
3097,Director,transportation,timeClock,United Kingdom,Europe,organic,Mobile,20,04/06/2024,04/06/2024,12/06/2024,18/06/2024,588
3098,IT,education,taskManagement,United Arab Emirates,ArabStates,cpc-google,PC,75,04/06/2024,,,,
3099,ENV,other,general,United States of America,NorthAmerica,,Mobile,"3,000",04/06/2024,,,,
3100,President,construction,general,Puerto Rico,NorthAmerica,cpc-Bingpaid_brand,PC,75,04/06/2024,05/06/2024,05/06/2024,20/06/2024,"1,176"
3101,Home Care Consultant,healthcare,scheduling,United States of America,NorthAmerica,cpc-google,PC,40,04/06/2024,04/06/2024,,,
3102,Maintenance Manager,realEstate,timeTracking,United States of America,NorthAmerica,cpc-google,PC,40,04/06/2024,04/06/2024,05/06/2024,05/06/2024,"5,580"
3103,Executive Director,npo,timeTracking,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,04/06/2024,,,,
3104,Chef,hospitality,general,Germany,Europe,organic,PC,75,04/06/2024,04/06/2024,,,
3105,ASM,foodBeverages,chatAndUpdates,United States of America,NorthAmerica,mobile,Mobile,40,04/06/2024,,,,
3106,Analista de Sistemas,other,checklists,Brazil,SouthAmerica,cpc-google,PC,20,04/06/2024,,,,
3107,Assistant Store Manager,retail,"timeClock,schedule",United States of America,NorthAmerica,organic,PC,40,04/06/2024,04/06/2024,,,
3108,senior chef,foodBeverages,scheduling,United Kingdom,Europe,cpc-Bingpaid,PC,75,04/06/2024,,,,
3109,ניהול,foodBeverages,general,Israel,Israel,mobile,Mobile,20,04/06/2024,,,,
3110,chef manager,hospitality,scheduling,United Kingdom,Europe,cpc-Bingpaid,PC,20,04/06/2024,,,,
3111,Manager,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-pmp,PC,20,04/06/2024,13/06/2024,,,
3112,charge nurse,healthcare,scheduling,United Kingdom,Europe,cpc-Bingpaid,PC,150,04/06/2024,,,,
3113,IT,other,taskManagement,Israel,Israel,cpc-google_il,PC,20,04/06/2024,,,,
3114,Owner,foodBeverages,timeOff,United States of America,NorthAmerica,mobile,Mobile,20,04/06/2024,,,,
3115,Marketing Partner,fieldServices,general,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,04/06/2024,,,,
3116,Director,retail,formsAndChecklists,United Kingdom,Europe,cpc-google,Mobile,150,04/06/2024,,,,
3117,DDD,foodBeverages,scheduling,France,Europe,cpc-Bingpaid,PC,350,04/06/2024,,,,
3118,CEO,other,timeTracking,Netherlands,Europe,cpc-google,PC,20,04/06/2024,04/06/2024,,,
3119,Manager,education,general,United States of America,NorthAmerica,mobile,Mobile,20,04/06/2024,04/06/2024,,,
3120,Pharmacist,healthcare,schedule,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,04/06/2024,,04/06/2024,,
3121,-,other,taskManagement,India,APAC,cpc-pmp,PC,20,04/06/2024,,,,
3122,General Manager,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,,,,
3123,ceo,healthcare,scheduling,United States of America,NorthAmerica,organic,PC,20,04/06/2024,,,,
3124,Accountant,security,timeOff,Pakistan,APAC,organic,PC,350,04/06/2024,,,,
3125,Executive Director,healthcare,general,United States of America,NorthAmerica,cpc-google,Mobile,20,04/06/2024,,10/06/2024,20/06/2024,420
3126,CEO,other,general,United States of America,NorthAmerica,mobile,Mobile,20,04/06/2024,11/06/2024,,,
3127,operations manager,cleaning,general,United Kingdom,Europe,organic,PC,20,04/06/2024,04/06/2024,06/06/2024,,
3128,coordinator,entertainment,scheduling,Denmark,Europe,cpc-google,PC,750,04/06/2024,,,,
3129,CRN Admin,staffing,"timeClock,schedule",United States of America,NorthAmerica,,Mobile,40,04/06/2024,19/06/2024,,,
3130,RGM,foodBeverages,general,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,04/06/2024,04/06/2024,06/06/2024,,
